model,q_over_M,a_over_M,branch,branch_label,A_Kerr,B_Kerr,Omega_Kerr_abs,lambda_Kerr,Omega_perturbed,lambda_perturbed
toy_rotating_residual_placeholder,0.3455696202531645,0.0,1,prograde,0.009553468995353306,-0.0065680099343053975,0.19245008972987526,0.19245028761371005,0.1942886556952626,0.19118627221280327
toy_rotating_residual_placeholder,0.35,0.0,1,prograde,0.0098,-0.0067374999999999996,0.19245008972987526,0.19245028761371005,0.19433610060922804,0.1911536538009127
toy_rotating_residual_placeholder,0.0,0.3,1,prograde,0.0,-0.0,0.2190481440463322,0.19067106122277439,0.2190481440463322,0.19067106122277439
toy_rotating_residual_placeholder,0.004430379746835442,0.3,1,prograde,1.8116888319179611e-06,-9.882831277038933e-07,0.2190481440463322,0.19067106122277439,0.2190485408934084,0.19067087278578165
toy_rotating_residual_placeholder,0.008860759493670885,0.3,1,prograde,7.2467553276718446e-06,-3.953132510815573e-06,0.2190481440463322,0.19067106122277439,0.21904973143463705,0.1906703074748034
toy_rotating_residual_placeholder,0.013291139240506327,0.3,1,prograde,1.630519948726165e-05,-8.89454814933504e-06,0.2190481440463322,0.19067106122277439,0.2190517156700182,0.19066936528983966
toy_rotating_residual_placeholder,0.01772151898734177,0.3,1,prograde,2.8987021310687378e-05,-1.5812530043262293e-05,0.2190481440463322,0.19067106122277439,0.2190544935995517,0.19066804623089043
toy_rotating_residual_placeholder,0.022151898734177212,0.3,1,prograde,4.529222079794903e-05,-2.4707078192597334e-05,0.2190481440463322,0.19067106122277439,0.2190580652232377,0.1906663502979557
toy_rotating_residual_placeholder,0.026582278481012654,0.3,1,prograde,6.52207979490466e-05,-3.557819259734016e-05,0.2190481440463322,0.19067106122277439,0.21906243054107613,0.19066427749103546
toy_rotating_residual_placeholder,0.031012658227848097,0.3,1,prograde,8.87727527639801e-05,-4.842587325749077e-05,0.2190481440463322,0.19067106122277439,0.21906758955306704,0.19066182781012975
toy_rotating_residual_placeholder,0.03544303797468354,0.3,1,prograde,0.00011594808524274951,-6.325012017304917e-05,0.2190481440463322,0.19067106122277439,0.21907354225921036,0.19065900125523852
toy_rotating_residual_placeholder,0.03987341772151898,0.3,1,prograde,0.00014674679538535484,-8.005093334401535e-05,0.2190481440463322,0.19067106122277439,0.21908028865950607,0.1906557978263618
toy_rotating_residual_placeholder,0.044303797468354424,0.3,1,prograde,0.00018116888319179612,-9.882831277038934e-05,0.2190481440463322,0.19067106122277439,0.2190878287539543,0.1906522175234996
toy_rotating_residual_placeholder,0.04873417721518987,0.3,1,prograde,0.00021921434866207333,-0.0001195822584521711,0.2190481440463322,0.19067106122277439,0.21909616254255496,0.1906482603466519
toy_rotating_residual_placeholder,0.05316455696202531,0.3,1,prograde,0.0002608831917961864,-0.00014231277038936064,0.2190481440463322,0.19067106122277439,0.21910529002530804,0.1906439262958187
toy_rotating_residual_placeholder,0.05759493670886075,0.3,1,prograde,0.0003061754125941354,-0.00016701984858195795,0.2190481440463322,0.19067106122277439,0.21911521120221356,0.190639215371
toy_rotating_residual_placeholder,0.06202531645569619,0.3,1,prograde,0.0003550910110559204,-0.00019370349302996309,0.2190481440463322,0.19067106122277439,0.21912592607327153,0.1906341275721958
toy_rotating_residual_placeholder,0.06645569620253164,0.3,1,prograde,0.00040762998718154133,-0.00022236370373337604,0.2190481440463322,0.19067106122277439,0.21913743463848195,0.1906286628994061
toy_rotating_residual_placeholder,0.07088607594936708,0.3,1,prograde,0.00046379234097099805,-0.0002530004806921967,0.2190481440463322,0.19067106122277439,0.21914973689784478,0.19062282135263092
toy_rotating_residual_placeholder,0.07531645569620252,0.3,1,prograde,0.0005235780724242908,-0.0002856138239064251,0.2190481440463322,0.19067106122277439,0.21916283285136007,0.19061660293187024
toy_rotating_residual_placeholder,0.07974683544303796,0.3,1,prograde,0.0005869871815414193,-0.0003202037333760614,0.2190481440463322,0.19067106122277439,0.2191767224990278,0.19061000763712407
toy_rotating_residual_placeholder,0.08417721518987341,0.3,1,prograde,0.000654019668322384,-0.00035677020910110553,0.2190481440463322,0.19067106122277439,0.219191405840848,0.1906030354683924
toy_rotating_residual_placeholder,0.08860759493670885,0.3,1,prograde,0.0007246755327671845,-0.00039531325108155735,0.2190481440463322,0.19067106122277439,0.21920688287682064,0.19059568642567523
toy_rotating_residual_placeholder,0.09303797468354429,0.3,1,prograde,0.0007989547748758209,-0.00043583285931741696,0.2190481440463322,0.19067106122277439,0.21922315360694572,0.1905879605089726
toy_rotating_residual_placeholder,0.09746835443037974,0.3,1,prograde,0.0008768573946482933,-0.0004783290338086844,0.2190481440463322,0.19067106122277439,0.2192402180312232,0.19057985771828442
toy_rotating_residual_placeholder,0.10189873417721518,0.3,1,prograde,0.0009583833920846016,-0.0005228017745553596,0.2190481440463322,0.19067106122277439,0.21925807614965315,0.19057137805361077
